EmployeeID,Gender,Department,JobRole,HireDate,FTE,IsBadHire,ExitDate,EmploymentStatus,TenureYears
2138,Female,Operations,Executive,2016-01-25,1.0,No,,Active,8.9
2139,Female,Operations,Analyst,2015-10-22,1.0,No,,Active,9.2
2140,Male,HR,Manager,2018-10-24,1.0,No,,Active,6.2
2141,Female,Sales,Associate,2022-10-14,1.0,No,,Active,2.2
2142,Male,Finance,Engineer,2022-12-22,1.0,No,,Active,2.0
2143,Female,Operations,Associate,2019-09-14,1.0,Yes,,Active,5.3
2144,Male,HR,Engineer,2022-02-09,1.0,No,2026-02-22,Terminated,2.9
2145,Female,Operations,Executive,2016-10-10,0.5,No,2019-04-23,Terminated,8.2
2146,Female,Finance,Engineer,2020-02-17,1.0,No,,Active,4.9
2147,Male,Finance,Executive,2016-07-21,0.75,No,,Active,8.5
2148,Female,IT,Manager,2023-12-03,1.0,No,,Active,1.1
2149,Male,HR,Engineer,2022-12-10,1.0,No,,Active,2.1
2150,Male,Finance,Associate,2022-09-18,1.0,Yes,,Active,2.3
2151,Male,IT,Executive,2016-03-20,1.0,No,,Active,8.8
2152,Male,IT,Associate,2024-12-20,0.5,No,2026-12-27,Terminated,0.0
2153,Female,Operations,Analyst,2015-12-29,0.75,No,,Active,9.0
2154,Female,Operations,Executive,2020-12-10,1.0,No,,Active,4.1
2155,Female,IT,Engineer,2018-04-26,1.0,No,,Active,6.7
2156,Male,Operations,Executive,2017-01-11,1.0,No,,Active,8.0
2157,Female,Finance,Associate,2020-08-03,0.5,No,,Active,4.4
2158,Male,Sales,Manager,2016-11-10,0.75,Yes,,Active,8.1
2159,Female,Finance,Executive,2021-10-03,0.75,No,,Active,3.2
2160,Female,IT,Engineer,2024-02-06,0.75,No,,Active,0.9
2161,Female,IT,Analyst,2019-07-01,1.0,No,2025-10-08,Terminated,5.5
2162,Male,Finance,Manager,2019-04-22,1.0,No,,Active,5.7
2163,Female,Operations,Analyst,2018-09-20,1.0,No,,Active,6.3
2164,Female,Operations,Executive,2020-11-09,1.0,No,,Active,4.1
2165,Male,IT,Associate,2024-11-10,0.75,No,,Active,0.1
2166,Female,HR,Associate,2015-03-04,1.0,Yes,,Active,9.8
2167,Male,Operations,Engineer,2022-01-03,0.75,No,2025-01-28,Terminated,3.0
2168,Female,Finance,Associate,2018-03-08,0.75,No,,Active,6.8
2169,Male,Operations,Manager,2023-12-01,1.0,No,2030-09-11,Terminated,1.1
2170,Male,Finance,Associate,2018-05-13,0.5,No,,Active,6.6
2171,Female,IT,Engineer,2022-09-20,0.75,No,,Active,2.3
2172,Male,Operations,Executive,2023-12-30,1.0,No,2027-12-18,Terminated,1.0
2173,Male,Finance,Executive,2015-09-13,1.0,No,,Active,9.3
2174,Male,IT,Associate,2015-05-15,1.0,Yes,,Active,9.6
2175,Male,HR,Analyst,2024-12-23,0.5,No,,Active,0.0
2176,Male,Finance,Executive,2017-05-24,0.75,No,,Active,7.6
2177,Male,HR,Associate,2017-04-01,1.0,No,,Active,7.8
2178,Female,HR,Engineer,2020-11-05,0.75,No,2023-11-29,Terminated,4.2
2179,Male,Sales,Associate,2023-04-24,1.0,No,,Active,1.7
2180,Male,Operations,Executive,2023-12-23,0.5,No,,Active,1.0
2181,Female,Finance,Engineer,2023-10-06,1.0,No,2028-08-30,Terminated,1.2
2182,Female,HR,Associate,2017-04-02,0.5,No,,Active,7.8
2183,Female,Sales,Manager,2023-06-02,1.0,No,,Active,1.6
2184,Female,IT,Engineer,2017-08-31,1.0,No,,Active,7.3
2185,Female,Finance,Manager,2023-03-01,1.0,No,,Active,1.8
2186,Female,HR,Analyst,2019-11-13,0.75,No,,Active,5.1
2187,Female,Operations,Engineer,2015-05-01,1.0,No,2021-11-09,Terminated,9.7
2188,Male,Sales,Manager,2024-06-18,1.0,No,,Active,0.5
2189,Male,HR,Executive,2019-06-26,1.0,No,,Active,5.5
2190,Female,Operations,Executive,2023-07-07,1.0,Yes,,Active,1.5
2191,Male,HR,Analyst,2018-09-26,0.5,No,,Active,6.3
2192,Male,Finance,Engineer,2017-10-04,0.75,No,,Active,7.2
2193,Male,Finance,Engineer,2017-07-13,1.0,No,,Active,7.5
2194,Female,Finance,Engineer,2016-10-06,0.75,Yes,,Active,8.2
2195,Female,Sales,Analyst,2020-07-25,1.0,Yes,,Active,4.4
2196,Male,Finance,Engineer,2022-07-24,1.0,No,,Active,2.4
2197,Female,Operations,Executive,2022-12-17,1.0,No,,Active,2.0
2198,Male,HR,Manager,2020-08-30,1.0,No,,Active,4.3
2199,Male,IT,Executive,2015-08-30,1.0,No,,Active,9.3
2200,Male,Operations,Executive,2021-11-07,0.75,No,,Active,3.2
